Date,Aircraft,Registration,Category,Route,Duty Position,Mission,Sorties,Combat,Combat Sorties,Day,Day System,Night System,Night Goggles,Dual Received (Student),SIC,PIC,Instructor,Taxi,Total w/o Other,Civ Other,Total w/ Other,Solo,Night,Act Inst,Sim Inst,X-Country,XC Instruction Received,XC Solo,XC PIC,XC SIC,Day T/O,Day Ldg,Night T/O,Night Ldg,Instrument Approaches,Remarks
04/16/2019,UH-60M,0920223,Rotorcraft,LOCAL-LOCAL,PI,T,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.8,0.0,1.8,0.0,0.0,0.0,0.8,1.8,0.0,0.0,0.0,1.8,0,15,0,0,0,
04/17/2019,UH-60M,1220451,Rotorcraft,LOCAL-LOCAL,PI,T,1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,2.9,0.0,2.9,0.0,0.0,0.8,1.0,2.9,0.0,0.0,0.0,2.9,0,6,0,0,0,
04/19/2019,UH-60L,000,Simulator,"",PI,T,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,
04/26/2019,UH-60L,000,Simulator,"",PI,T,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,
05/01/2019,UH-60M,000,Simulator,"",PI,T,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,
05/01/2019,UH-60M,000,Simulator,"",PI,T,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,
05/02/2019,UH-60M,000,Simulator,"",PI,T,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,
05/07/2019,UH-60M,0920223,Rotorcraft,LOCAL-LOCAL,PI,T,1,0.0,0.0,1.6,0.0,0.0,1.0,0.0,3.6,0.0,0.0,0.0,3.6,0.0,3.6,0.0,2.0,0.0,0.0,3.6,0.0,0.0,0.0,3.6,0,14,0,1,0,
05/08/2019,UH-60M,000,Simulator,"",PI,T,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,
05/13/2019,UH-60M,0920223,Rotorcraft,LOCAL-LOCAL,PI,T,1,0.0,0.0,1.5,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,3.9,0.0,3.9,0.0,2.4,0.0,0.0,3.9,0.0,0.0,0.0,3.9,0,19,0,1,0,
05/14/2019,UH-60M,1120375,Rotorcraft,LOCAL-LOCAL,PI,T,1,0.0,0.0,1.9,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,2.1,0.0,1.0,5.0,0.0,0.0,0.0,5.0,0,19,0,1,0,
05/22/2019,UH-60M,1020255,Rotorcraft,LOCAL-LOCAL,PI,T,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7,0.0,0.0,0.0,1.7,0.0,1.7,0.0,1.7,0.0,0.0,1.7,0.0,0.0,0.0,1.7,0,0,0,15,0,
06/25/2019,UH-60M,1220456,Rotorcraft,LTAG-LTAJ-LTAG,PI,D,1,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0,2,0,0,0,
06/26/2019,UH-60M,1220456,Rotorcraft,LTAG-LTR23-LTAG,PI,D,1,3.7,0.0,1.9,0.0,0.0,1.0,0.0,3.7,0.0,0.0,0.0,3.7,0.0,3.7,0.0,1.0,0.3,0.5,3.7,0.0,0.0,0.0,3.7,0,3,0,1,0,
06/28/2019,UH-60M,1120429,Rotorcraft,LTAG-LTAJ-LTAG,PI,D,1,2.2,0.0,2.2,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.2,0.0,2.2,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.2,0,4,0,0,0,
07/01/2019,UH-60M,0920220,Rotorcraft,LTAG-LTAT-LTAG,PI,D,1,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0,3,0,0,0,
07/01/2019,UH-60M,0920220,Rotorcraft,LTAG-LTAT-LTAG,IP,D,1,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.6,0.0,1.6,0.0,1.6,0.0,1.6,0.0,0.0,1.6,0.0,0.0,1.6,0.0,0,0,0,3,0,
07/03/2019,UH-60M,0920241,Rotorcraft,LTAG-LTAT-LTAG,PI,D,1,3.9,0.0,3.9,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,3.9,0.0,3.9,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,3.9,0,5,0,0,0,
07/07/2019,UH-60M,1220456,Rotorcraft,LTAG-LTAG,PI,D,1,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0,5,0,0,0,
07/13/2019,UH-60M,1120429,Rotorcraft,LOCAL-LOCAL,PI,D,1,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0,3,0,0,0,
07/24/2019,UH-60M,1120429,Rotorcraft,LTAG-LTAG,PI,D,1,3.6,0.0,1.6,0.0,0.0,2.0,0.0,3.6,0.0,0.0,0.0,3.6,0.0,3.6,0.0,2.0,0.0,0.0,3.6,0.0,0.0,0.0,3.6,0,2,0,1,0,
07/26/2019,UH-60M,1120429,Rotorcraft,LOCAL-LOCAL,PI,T,1,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.5,0,4,0,0,0,
07/27/2019,UH-60M,1120429,Rotorcraft,LTAG-LTAG,PI,D,1,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,3.2,0,3,0,0,0,
07/29/2019,UH-60M,1120429,Rotorcraft,LTAG-LTAG,PI,D,1,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0,2,0,0,0,
07/30/2019,UH-60M,0920241,Rotorcraft,LTAG-LTAG,PI,D,1,4.3,0.0,3.3,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,4.3,0.0,4.3,0.0,0.0,1.0,0.0,4.3,0.0,0.0,0.0,4.3,0,2,0,0,0,
08/02/2019,UH-60M,0920241,Rotorcraft,LOCAL-LOCAL,PI,D,1,2.2,0.0,2.2,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.2,0.0,2.2,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.2,0,3,0,0,0,
08/05/2019,UH-60M,0920241,Rotorcraft,LTAG-LTAG,PI,D,1,2.3,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0,4,0,0,0,
08/09/2019,UH-60M,0920241,Rotorcraft,LTAG-LTAG,PI,D,1,3.4,0.0,3.4,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,3.4,0.0,3.4,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,3.4,0,3,0,0,0,
08/12/2019,UH-60M,1120429,Rotorcraft,LTAG-LTAG,PI,D,1,3.2,0.0,1.2,0.0,0.0,2.0,0.0,3.2,0.0,0.0,0.0,3.2,0.0,3.2,0.0,2.0,0.0,0.0,3.2,0.0,0.0,0.0,3.2,0,2,0,1,0,
08/14/2019,UH-60M,0920241,Rotorcraft,LTAG-LTAT-LTAG,PI,D,1,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,3.2,0,3,0,0,0,
08/16/2019,UH-60M,1120429,Rotorcraft,LTAG-LTAG,PI,D,1,3.4,0.0,3.4,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,3.4,0.0,3.4,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,3.4,0,2,0,0,0,
08/19/2019,UH-60M,1120429,Rotorcraft,LTAG-LTAG,PI,D,1,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0,3,0,0,0,
08/21/2019,UH-60M,1220456,Rotorcraft,LTAG-LTAG,PI,D,1,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0,3,0,0,0,
08/22/2019,UH-60M,1120429,Rotorcraft,LTAG-LTAG,PI,D,1,3.5,0.0,1.5,0.0,0.0,2.0,0.0,3.5,0.0,0.0,0.0,3.5,0.0,3.5,0.0,2.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0,2,0,1,0,
08/23/2019,UH-60M,0920241,Rotorcraft,LTAG-LTAG,PI,D,1,2.2,0.0,2.2,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.2,0.0,2.2,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.2,0,2,0,0,0,
08/27/2019,UH-60M,000,Simulator,"",PI,T,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,
08/28/2019,UH-60M,1120429,Rotorcraft,LTAG-LTAG,PI,D,1,3.7,0.0,3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0.0,3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0,3,0,0,0,
08/29/2019,UH-60M,1220456,Rotorcraft,LTAG-LTAG,PI,D,1,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,2.1,0,20,0,0,0,
08/30/2019,UH-60M,0920241,Rotorcraft,LTAG-LTAG,PI,D,1,3.8,0.0,3.8,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,3.8,0.0,3.8,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,3.8,0,2,0,0,0,
09/03/2019,UH-60M,1220456,Rotorcraft,LTAG-LTAG,PI,D,1,3.6,0.0,1.8,0.0,0.0,1.8,0.0,3.6,0.0,0.0,0.0,3.6,0.0,3.6,0.0,1.8,0.0,0.0,3.6,0.0,0.0,0.0,3.6,0,1,0,1,0,
09/04/2019,UH-60M,1220456,Rotorcraft,LTAG-LTAG,PI,D,1,3.7,0.0,3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0.0,3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0,2,0,0,0,
09/05/2019,UH-60M,0920241,Rotorcraft,LOCAL-LOCAL,PI,D,1,4.4,0.0,4.4,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,4.4,0.0,4.4,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,4.4,0,5,0,0,0,
09/06/2019,UH-60M,0920241,Rotorcraft,LTAG-LTAJ-LTAG,PI,D,1,3.7,0.0,3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0.0,3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0,4,0,0,0,
09/09/2019,UH-60M,0920241,Rotorcraft,LTAG-LTAG,PI,D,1,4.3,0.0,4.3,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,4.3,0.0,4.3,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,4.3,0,5,0,0,0,
09/10/2019,UH-60M,0920241,Rotorcraft,LTAG-LTAG,PI,D,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0,6,0,0,0,
09/13/2019,UH-60M,0920241,Rotorcraft,LTAG-LTAG,PI,D,1,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0,3,0,0,0,
09/16/2019,UH-60M,0920220,Rotorcraft,LTAG-LTAT-LTAG,PI,D,1,2.3,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0,3,0,0,0,
09/17/2019,UH-60M,0920220,Rotorcraft,LTAG-LTAG,PI,D,1,3.4,0.0,3.4,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,3.4,0.0,3.4,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,3.4,0,2,0,0,0,
09/23/2019,UH-60M,1220456,Rotorcraft,LTAG-LTAG,PI,D,1,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0,3,0,0,0,
09/26/2019,UH-60M,1220456,Rotorcraft,LTAG-LTAG,PI,D,1,3.7,0.0,3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0.0,3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0,2,0,0,0,
09/30/2019,UH-60M,1220456,Rotorcraft,LTAG-LTAG,PI,D,1,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,3.5,0,2,0,0,0,
10/04/2019,UH-60M,1220456,Rotorcraft,LTAG-LTAG,PI,D,1,3.7,0.0,1.9,0.0,0.0,1.8,0.0,3.7,0.0,0.0,0.0,3.7,0.0,3.7,0.0,1.8,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0,6,0,1,0,
10/08/2019,UH-60M,0920220,Rotorcraft,LTAG-LTAG,PI,D,1,3.8,0.0,3.8,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,3.8,0.0,3.8,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,3.8,0,5,0,0,0,
04/22/2023,PA-28-161,N3289Q,"ASEL, Piston",2R4-2R4,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,T/O and landings 61.87(d) trainings. 
06/18/2023,R22 BETA II,N791SH,Rotorcraft,KPDK-KPDK,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,0,0,"XC, Pattern works, Normal and steep approaches, pirouettes, rapid decels, straight in autos, hovering."
06/20/2023,R44 RAVEN II,N914GH,Rotorcraft,KPDK-KPDK,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,"XC flight, pattern work. "
07/29/2023,PA-28-161,N80368,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.8,0.0,1.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,"Stalls, steep turns, slow flight, sim instrument, T/O landings."
08/05/2023,PA-28-161,N38290,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,"Stalls, steep turn, slow flight, sim instrument, T/O and landings."
08/12/2023,PA-28-161,N38290,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,"Stalls, steep turn, slow flight, TO and landings, slips. "
08/26/2023,PA-28-161,N81202,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,2.4,0.0,2.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,7,7,0,0,0,"Stalls, slow flight, steep turns, EPs, T/O and landings, go arounds, slips per 61.87(d) trainings. "
09/02/2023,PA-28-161,N81202,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,1.9,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13,0,0,0,"T/O and landings, Go arounds, slips to land. "
09/09/2023,PA-28-161,N81202,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,2.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,7,7,0,0,0,"T/O and landings, slow flight, steep turns, stall 61.87(d) trainings."
09/16/2023,PA-28-161,N81202,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1.7,0.0,1.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,7,7,0,0,0,"T/O and landings, ground ref maneuvers."
09/23/2023,PA-28-161,N36583,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1.7,0.0,1.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,8,8,0,0,0,"Sim instrument, slow flight, T/O and landings, slips. "
11/18/2023,PA-28-161,N91632,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0,0,0,61.87(d) solo trainings. 
12/30/2023,PA-28-161,N8223T,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0,0,0,"T/O and landings, slow flight, stalls, steep turns. "
01/13/2024,PA-28-161,N47882,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.5,0.0,0.0,2.1,0.0,2.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,0,0,0,"T/O, landings, solo flight 3 T/Os and landings. "
01/20/2024,PA-28-161,N47882,"ASEL, Piston",71J-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,61.107 and 61.109 flight trainings. 
02/03/2024,PA-28-161,N47882,"ASEL, Piston",71J-KECP-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,2.1,0.0,2.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,"61.109 XC training, dead reckoning, radial interception nd tracking. "
02/24/2024,PA-28-161,N8345Z,"ASEL, Piston",71J-KECP-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.8,0.0,1.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,XC flight training. 
04/06/2024,PA-28-161,N5697V,"ASEL, Piston",71J-KDTS-KCEW-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,2.4,0.0,2.4,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,XC flight trainings. 
06/08/2024,PA-28-161,N9002F,"ASEL, Piston",71J-KDTS-KECP-71J,,,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,2.6,0.0,2.6,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,XC flight training.
